file,class,method,variable,usage
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,writeFrame/0,j,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,writeFrame/0,k,4
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,writeFrame/0,type,7
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,writeFrame/0,l,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,writeFrame/0,clocalsSize,16
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,getSize/0,zip,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,getSize/0,size,19
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,getSize/0,i,9
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,put/1[org.objectweb.asm.jip.ByteVector],zip,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,put/1[org.objectweb.asm.jip.ByteVector],size,6
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,put/1[org.objectweb.asm.jip.ByteVector],h,7
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,put/1[org.objectweb.asm.jip.ByteVector],attributeCount,19
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,put/1[org.objectweb.asm.jip.ByteVector],i,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,put/1[org.objectweb.asm.jip.ByteVector],out,40
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,visitLabel/1[org.objectweb.asm.jip.Label],label,20
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,writeFrameType/1[java.lang.Object],type,5
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,visitFrame/1[org.objectweb.asm.jip.Frame],t,15
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,visitFrame/1[org.objectweb.asm.jip.Frame],nTop,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,visitFrame/1[org.objectweb.asm.jip.Frame],nLocal,4
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,visitFrame/1[org.objectweb.asm.jip.Frame],f,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,visitFrame/1[org.objectweb.asm.jip.Frame],nStack,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,visitFrame/1[org.objectweb.asm.jip.Frame],stacks,4
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,visitFrame/1[org.objectweb.asm.jip.Frame],i,19
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,visitFrame/1[org.objectweb.asm.jip.Frame],locals,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitMethodInsn/4[int,java.lang.String,java.lang.String,java.lang.String]",owner,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitMethodInsn/4[int,java.lang.String,java.lang.String,java.lang.String]",argSize,11
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitMethodInsn/4[int,java.lang.String,java.lang.String,java.lang.String]",size,5
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitMethodInsn/4[int,java.lang.String,java.lang.String,java.lang.String]",name,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitMethodInsn/4[int,java.lang.String,java.lang.String,java.lang.String]",i,6
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitMethodInsn/4[int,java.lang.String,java.lang.String,java.lang.String]",itf,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitMethodInsn/4[int,java.lang.String,java.lang.String,java.lang.String]",opcode,7
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitMethodInsn/4[int,java.lang.String,java.lang.String,java.lang.String]",desc,4
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitVarInsn/2[int,int]",opt,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitVarInsn/2[int,int]",size,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitVarInsn/2[int,int]",var,9
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitVarInsn/2[int,int]",opcode,14
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitVarInsn/2[int,int]",n,4
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"addSuccessor/2[int,org.objectweb.asm.jip.Label]",b,4
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"addSuccessor/2[int,org.objectweb.asm.jip.Label]",successor,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"addSuccessor/2[int,org.objectweb.asm.jip.Label]",info,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"readUnsignedShort/2[byte[],int]",b,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"readUnsignedShort/2[byte[],int]",index,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,visitLdcInsn/1[java.lang.Object],size,5
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,visitLdcInsn/1[java.lang.Object],cst,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,visitLdcInsn/1[java.lang.Object],i,6
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,visitLdcInsn/1[java.lang.Object],index,5
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,noSuccessor/0,l,6
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitMultiANewArrayInsn/2[java.lang.String,int]",dims,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitMultiANewArrayInsn/2[java.lang.String,int]",i,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitMultiANewArrayInsn/2[java.lang.String,int]",desc,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitJumpInsn/2[int,org.objectweb.asm.jip.Label]",nextInsn,6
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitJumpInsn/2[int,org.objectweb.asm.jip.Label]",label,10
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitJumpInsn/2[int,org.objectweb.asm.jip.Label]",opcode,11
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"startFrame/3[int,int,int]",offset,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"startFrame/3[int,int,int]",nLocal,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"startFrame/3[int,int,int]",nStack,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"startFrame/3[int,int,int]",n,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"readShort/2[byte[],int]",b,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"readShort/2[byte[],int]",index,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitLocalVariable/6[java.lang.String,java.lang.String,java.lang.String,org.objectweb.asm.jip.Label,org.objectweb.asm.jip.Label,int]",c,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitLocalVariable/6[java.lang.String,java.lang.String,java.lang.String,org.objectweb.asm.jip.Label,org.objectweb.asm.jip.Label,int]",signature,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitLocalVariable/6[java.lang.String,java.lang.String,java.lang.String,org.objectweb.asm.jip.Label,org.objectweb.asm.jip.Label,int]",name,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitLocalVariable/6[java.lang.String,java.lang.String,java.lang.String,org.objectweb.asm.jip.Label,org.objectweb.asm.jip.Label,int]",start,4
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitLocalVariable/6[java.lang.String,java.lang.String,java.lang.String,org.objectweb.asm.jip.Label,org.objectweb.asm.jip.Label,int]",index,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitLocalVariable/6[java.lang.String,java.lang.String,java.lang.String,org.objectweb.asm.jip.Label,org.objectweb.asm.jip.Label,int]",end,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitLocalVariable/6[java.lang.String,java.lang.String,java.lang.String,org.objectweb.asm.jip.Label,org.objectweb.asm.jip.Label,int]",n,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitLocalVariable/6[java.lang.String,java.lang.String,java.lang.String,org.objectweb.asm.jip.Label,org.objectweb.asm.jip.Label,int]",desc,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"writeShort/3[byte[],int,int]",b,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"writeShort/3[byte[],int,int]",s,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"writeShort/3[byte[],int,int]",index,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitIntInsn/2[int,int]",size,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitIntInsn/2[int,int]",opcode,5
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitIntInsn/2[int,int]",operand,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitSwitchInsn/2[org.objectweb.asm.jip.Label,org.objectweb.asm.jip.Label[]]",dflt,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitSwitchInsn/2[org.objectweb.asm.jip.Label,org.objectweb.asm.jip.Label[]]",i,8
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitSwitchInsn/2[org.objectweb.asm.jip.Label,org.objectweb.asm.jip.Label[]]",labels,5
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitParameterAnnotation/3[int,java.lang.String,boolean]",visible,1
