file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitVarInsn/2[int,int]",false,689,2,2,0,2,18,6,52,0,3,2,6,2,2,0,10,0,4,0,10,10,9,4,0,0,0,34,1,0,false
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"addSuccessor/2[int,org.objectweb.asm.jip.Label]",false,1460,2,3,3,0,1,0,7,0,1,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,21,2,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"readUnsignedShort/2[byte[],int]",false,2472,1,1,1,0,1,0,3,1,0,2,0,0,0,0,0,0,3,0,4,0,2,0,0,0,0,19,8,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,visitLdcInsn/1[java.lang.Object],false,1013,1,0,0,0,9,4,31,0,3,1,4,0,0,0,6,0,0,0,6,6,2,3,0,0,0,23,1,0,false
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,noSuccessor/0,false,1474,2,4,4,0,2,1,14,0,1,0,1,0,0,0,1,0,0,0,0,7,0,1,0,0,0,34,2,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitMultiANewArrayInsn/2[java.lang.String,int]",false,1133,1,0,0,0,3,4,12,0,1,2,4,0,0,0,2,0,0,0,1,2,1,2,0,0,0,21,1,0,false
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitJumpInsn/2[int,org.objectweb.asm.jip.Label]",false,868,2,3,0,3,17,8,57,0,1,2,8,3,2,0,12,0,4,0,15,8,6,4,0,0,0,23,1,0,false
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"startFrame/3[int,int,int]",false,1555,1,3,3,0,3,0,10,0,1,3,0,0,0,0,1,0,0,0,5,6,1,1,0,0,0,24,2,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"readShort/2[byte[],int]",false,2483,1,1,1,0,1,0,3,1,0,2,0,0,0,0,0,0,4,0,4,0,2,0,0,0,0,17,8,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitLocalVariable/6[java.lang.String,java.lang.String,java.lang.String,org.objectweb.asm.jip.Label,org.objectweb.asm.jip.Label,int]",false,1177,2,0,0,0,8,3,21,0,2,6,3,0,0,0,6,0,1,0,3,5,3,2,0,0,0,26,1,0,false
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,visitCode/0,false,537,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"writeShort/3[byte[],int,int]",false,2506,1,1,1,0,1,0,4,0,0,3,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,18,8,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitIntInsn/2[int,int]",false,666,0,0,0,0,6,3,20,0,1,2,3,0,0,0,4,0,0,0,1,3,1,3,0,0,0,20,1,0,false
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,visitEnd/0,false,1447,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitSwitchInsn/2[org.objectweb.asm.jip.Label,org.objectweb.asm.jip.Label[]]",false,1107,2,4,2,2,5,4,21,0,2,2,4,2,1,2,2,0,0,0,3,4,0,3,0,0,0,21,2,0,false
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitParameterAnnotation/3[int,java.lang.String,boolean]",false,497,3,0,0,0,6,5,27,3,2,3,5,0,0,0,2,0,0,1,4,9,1,2,0,0,0,18,1,0,false
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,visitAttribute/1[org.objectweb.asm.jip.Attribute],false,527,1,0,0,0,2,1,10,0,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,5,1,0,false
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"readInt/2[byte[],int]",false,2494,1,1,1,0,1,0,3,1,0,2,0,0,0,0,0,0,7,0,10,0,6,0,0,0,0,17,8,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,visitAnnotationDefault/0,false,464,3,0,0,0,2,0,7,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,9,1,0,false
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitLookupSwitchInsn/3[org.objectweb.asm.jip.Label,int[],org.objectweb.asm.jip.Label[]]",false,1092,3,1,0,1,2,5,12,0,2,3,5,1,2,1,0,0,1,0,5,2,3,1,0,0,0,8,1,0,false
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"getNewOffset/3[int[],int[],org.objectweb.asm.jip.Label]",false,2571,3,2,1,1,3,1,6,0,0,3,1,1,1,0,1,0,1,0,2,2,0,1,0,0,0,46,8,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitMaxs/2[int,int]",false,1217,6,3,0,3,44,10,157,0,37,2,10,3,4,13,27,0,13,2,25,86,8,5,0,0,0,47,1,0,false
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitLineNumber/2[int,org.objectweb.asm.jip.Label]",false,1208,2,0,0,0,2,1,8,0,0,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,10,1,0,false
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,resizeInstructions/0,false,2044,10,8,1,7,78,15,312,0,24,0,15,7,5,12,20,0,13,0,137,118,55,6,0,0,0,135,2,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitFrame/5[int,int,java.lang.Object[],int,java.lang.Object[]]",false,546,3,3,0,3,23,8,89,2,6,5,8,3,3,5,4,0,4,2,10,15,4,4,0,0,0,45,1,0,false
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"writeFrameTypes/2[int,int]",false,1682,0,1,1,0,15,6,59,0,5,2,6,0,0,2,2,0,1,0,14,6,0,3,0,0,0,44,2,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"getNewOffset/4[int[],int[],int,int]",false,2537,1,2,2,0,6,0,12,1,2,4,0,0,0,1,0,0,0,0,1,4,1,2,0,0,0,64,8,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitFieldInsn/4[int,java.lang.String,java.lang.String,java.lang.String]",false,772,1,0,0,0,15,4,31,0,3,4,4,0,0,0,10,0,4,0,10,8,4,3,0,0,0,23,1,0,false
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitTableSwitchInsn/4[int,int,org.objectweb.asm.jip.Label,org.objectweb.asm.jip.Label[]]",false,1074,2,1,0,1,2,5,11,0,2,4,5,1,2,1,0,0,1,0,5,2,3,1,0,0,0,10,1,0,false
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"MethodWriter/8[org.objectweb.asm.jip.ClassWriter,int,java.lang.String,java.lang.String,java.lang.String,java.lang.String[],boolean,boolean]",true,420,4,1,0,1,14,5,38,0,2,8,5,1,2,1,3,0,2,1,4,19,1,2,0,0,0,68,0,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitAnnotation/2[java.lang.String,boolean]",false,475,3,0,0,0,3,2,17,2,2,2,2,0,0,0,0,0,0,0,2,6,0,1,0,0,0,13,1,0,false
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitIincInsn/2[int,int]",false,1046,0,0,0,0,8,5,19,0,1,2,5,0,0,0,3,0,3,0,5,2,1,2,0,0,0,24,1,0,false
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/MethodWriter.java,org.objectweb.asm.jip.MethodWriter,"visitTypeInsn/2[int,java.lang.String]",false,747,1,0,0,0,5,3,16,0,2,2,3,0,0,0,3,0,0,0,1,4,1,3,0,0,0,22,1,0,false
