file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/ClassReader.java,org.objectweb.asm.jip.ClassReader,"readParameterAnnotations/5[int,java.lang.String,char[],boolean,org.objectweb.asm.jip.MethodVisitor]",false,1516,4,4,1,3,5,6,20,0,5,5,6,3,6,3,1,0,0,1,5,8,3,2,0,0,0,55,2,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/ClassReader.java,org.objectweb.asm.jip.ClassReader,getInterfaces/0,false,256,2,2,0,2,3,2,13,1,5,0,2,2,3,1,0,0,0,0,4,7,1,2,0,0,0,24,1,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/ClassReader.java,org.objectweb.asm.jip.ClassReader,ClassReader/1[byte[]],true,152,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/ClassReader.java,org.objectweb.asm.jip.ClassReader,getClassName/0,false,228,2,1,0,1,1,1,3,1,0,0,1,1,3,0,0,0,0,0,1,0,1,0,0,0,0,12,1,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/ClassReader.java,org.objectweb.asm.jip.ClassReader,getAccess/0,false,216,1,1,0,1,1,1,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/ClassReader.java,org.objectweb.asm.jip.ClassReader,"readFrameType/5[java.lang.Object[],int,int,char[],org.objectweb.asm.jip.Label[]]",false,1755,3,4,1,3,9,3,34,1,1,5,3,3,3,0,0,0,0,0,11,12,0,1,0,0,0,12,2,0,false
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/ClassReader.java,org.objectweb.asm.jip.ClassReader,"readAnnotationValue/4[int,char[],java.lang.String,org.objectweb.asm.jip.AnnotationVisitor]",false,1596,10,8,2,6,36,13,138,6,10,4,13,6,5,8,4,0,0,0,39,44,8,3,0,0,0,61,2,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/ClassReader.java,org.objectweb.asm.jip.ClassReader,readShort/1[int],false,1900,1,1,1,0,1,0,4,1,1,1,0,0,0,0,0,0,4,0,4,1,2,0,0,0,0,30,1,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/ClassReader.java,org.objectweb.asm.jip.ClassReader,"readAttribute/7[org.objectweb.asm.jip.Attribute[],java.lang.String,int,int,char[],int,org.objectweb.asm.jip.Label[]]",false,1841,3,1,1,0,3,2,8,2,1,7,2,0,0,1,0,0,0,0,2,1,0,2,0,0,0,68,2,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/ClassReader.java,org.objectweb.asm.jip.ClassReader,"readAnnotationValues/4[int,char[],boolean,org.objectweb.asm.jip.AnnotationVisitor]",false,1561,3,6,3,3,5,4,18,1,1,4,4,3,5,2,1,0,0,0,4,4,1,2,0,0,0,47,2,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/ClassReader.java,org.objectweb.asm.jip.ClassReader,readInt/1[int],false,1913,1,5,5,0,1,0,4,1,1,1,0,0,0,0,0,0,7,0,10,1,6,0,0,0,0,30,1,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/ClassReader.java,org.objectweb.asm.jip.ClassReader,"readUTF/3[int,int,char[]]",false,1963,2,3,3,0,8,0,36,1,6,3,0,0,0,1,0,0,8,0,21,16,3,3,0,0,0,44,2,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/ClassReader.java,org.objectweb.asm.jip.ClassReader,readLong/1[int],false,1927,1,4,3,1,1,1,5,1,2,1,1,1,1,0,0,0,1,0,3,2,2,0,0,0,0,34,1,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/ClassReader.java,org.objectweb.asm.jip.ClassReader,copyPool/1[org.objectweb.asm.jip.ClassWriter],false,276,4,6,0,6,12,10,57,0,11,1,10,6,4,1,1,0,1,0,9,19,9,3,0,0,0,37,0,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/ClassReader.java,org.objectweb.asm.jip.ClassReader,"readUTF8/2[int,char[]]",false,1944,2,10,8,2,2,2,9,2,2,2,2,2,1,0,1,0,0,0,1,4,1,1,0,0,0,48,1,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/ClassReader.java,org.objectweb.asm.jip.ClassReader,readByte/1[int],false,1875,0,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,1,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/ClassReader.java,org.objectweb.asm.jip.ClassReader,"readClass/2[int,char[]]",false,2011,2,7,5,2,1,2,3,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,true
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/51_jiprof/src/main/java/org/objectweb/asm/jip/ClassReader.java,org.objectweb.asm.jip.ClassReader,"readConst/2[int,char[]]",false,2030,2,5,2,3,6,6,17,6,1,2,6,3,3,0,0,0,0,0,1,1,1,1,0,0,0,50,1,0,true
