file,class,method,variable,usage
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,winRound/0,robotListeners,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"Robot/3[java.lang.String,int,net.virtualinfinity.atrobots.robot.RobotScore]",score,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"Robot/3[java.lang.String,int,net.virtualinfinity.atrobots.robot.RobotScore]",name,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"Robot/3[java.lang.String,int,net.virtualinfinity.atrobots.robot.RobotScore]",roundKills,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"Robot/3[java.lang.String,int,net.virtualinfinity.atrobots.robot.RobotScore]",id,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,update/1[net.virtualinfinity.atrobots.robot.Duration],shield,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,update/1[net.virtualinfinity.atrobots.robot.Duration],armor,5
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,update/1[net.virtualinfinity.atrobots.robot.Duration],heatSinks,7
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,update/1[net.virtualinfinity.atrobots.robot.Duration],STEERING_SPEED,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,update/1[net.virtualinfinity.atrobots.robot.Duration],oldPosition,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getLastDamageTaken/0,lastDamageTaken,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getOdometer/0,odometer,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getThrottle/0,throttle,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setArmor/1[net.virtualinfinity.atrobots.robot.Armor],armor,4
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setSonar/1[net.virtualinfinity.atrobots.robot.Sonar],sonar,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setComputer/1[net.virtualinfinity.atrobots.robot.Computer],computer,5
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"createGetRobotInfoInterruptHandler/3[net.virtualinfinity.atrobots.robot.MemoryCell,net.virtualinfinity.atrobots.robot.MemoryCell,net.virtualinfinity.atrobots.robot.MemoryCell]",lastDamageTaken,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"createGetRobotInfoInterruptHandler/3[net.virtualinfinity.atrobots.robot.MemoryCell,net.virtualinfinity.atrobots.robot.MemoryCell,net.virtualinfinity.atrobots.robot.MemoryCell]",lastDamageGiven,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getName/0,name,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getLastDamageGiven/0,lastDamageGiven,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getTurret/0,turret,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getTransceiver/0,transceiver,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getTotalKills/0,score,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getComputer/0,computer,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setThrottle/1[net.virtualinfinity.atrobots.robot.Throttle],throttle,5
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setThrottle/1[net.virtualinfinity.atrobots.robot.Throttle],heatSinks,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,arenaConnected/1[net.virtualinfinity.atrobots.robot.Arena],transceiver,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,isOverburn/0,overburn,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setMineLayer/1[net.virtualinfinity.atrobots.robot.MineLayer],mineLayer,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getHeatSinks/0,heatSinks,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setTransceiver/1[net.virtualinfinity.atrobots.robot.Transceiver],transceiver,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getTotalTies/0,score,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getTotalWins/0,score,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setTransponder/1[net.virtualinfinity.atrobots.robot.Transponder],transponder,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getRoundKills/0,roundKills,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"createGetRobotStatisticsInterrupt/3[net.virtualinfinity.atrobots.robot.MemoryCell,net.virtualinfinity.atrobots.robot.MemoryCell,net.virtualinfinity.atrobots.robot.MemoryCell]",roundKills,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,inflictedDamage/1[double],robotListeners,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,inflictedDamage/1[double],lastDamageGiven,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getRadar/0,radar,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getHardwareBus/0,hardwareBus,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getDesiredHeading/0,desiredHeading,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setTurret/1[net.virtualinfinity.atrobots.robot.Turret],turret,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"scan/4[net.virtualinfinity.atrobots.robot.AngleBracket,double,boolean,boolean]",transponder,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,collides/0,throttle,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,collides/0,computer,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,collides/0,armor,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,collides/0,oldPosition,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setRadar/1[net.virtualinfinity.atrobots.robot.Radar],radar,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,addRobotListener/1[net.virtualinfinity.atrobots.robot.RobotListener],robotListeners,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setShield/1[net.virtualinfinity.atrobots.robot.Shield],shield,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,armorDepleted/0,robotListeners,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getId/0,id,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getTransponder/0,transponder,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getSonar/0,sonar,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getArmor/0,armor,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,killedRobot/0,robotListeners,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setOverburn/1[boolean],overburn,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,tieRound/0,robotListeners,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getTotalDeaths/0,score,1
