file,class,method,variable,usage
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"doScan/3[net.virtualinfinity.atrobots.robot.AngleBracket,double,boolean]",angleBracket,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"doScan/3[net.virtualinfinity.atrobots.robot.AngleBracket,double,boolean]",maxDistance,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"doScan/3[net.virtualinfinity.atrobots.robot.AngleBracket,double,boolean]",position,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"doScan/3[net.virtualinfinity.atrobots.robot.AngleBracket,double,boolean]",scanResult,5
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"doScan/3[net.virtualinfinity.atrobots.robot.AngleBracket,double,boolean]",object,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,winRound/0,listener,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,accept/1[net.virtualinfinity.atrobots.robot.ArenaObjectVisitor],arenaObjectVisitor,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"Robot/3[java.lang.String,int,net.virtualinfinity.atrobots.robot.RobotScore]",score,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"Robot/3[java.lang.String,int,net.virtualinfinity.atrobots.robot.RobotScore]",name,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"Robot/3[java.lang.String,int,net.virtualinfinity.atrobots.robot.RobotScore]",id,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setTurretOffset/1[net.virtualinfinity.atrobots.robot.RelativeAngle],angle,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,update/1[net.virtualinfinity.atrobots.robot.Duration],duration,11
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"createMissile/3[net.virtualinfinity.atrobots.robot.AbsoluteAngle,net.virtualinfinity.atrobots.robot.Position,double]",heading,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"createMissile/3[net.virtualinfinity.atrobots.robot.AbsoluteAngle,net.virtualinfinity.atrobots.robot.Position,double]",position,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"createMissile/3[net.virtualinfinity.atrobots.robot.AbsoluteAngle,net.virtualinfinity.atrobots.robot.Position,double]",power,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setArmor/1[net.virtualinfinity.atrobots.robot.Armor],armor,3
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setSonar/1[net.virtualinfinity.atrobots.robot.Sonar],sonar,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setComputer/1[net.virtualinfinity.atrobots.robot.Computer],computer,4
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"createGetRobotInfoInterruptHandler/3[net.virtualinfinity.atrobots.robot.MemoryCell,net.virtualinfinity.atrobots.robot.MemoryCell,net.virtualinfinity.atrobots.robot.MemoryCell]",lastDamageTaken,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"createGetRobotInfoInterruptHandler/3[net.virtualinfinity.atrobots.robot.MemoryCell,net.virtualinfinity.atrobots.robot.MemoryCell,net.virtualinfinity.atrobots.robot.MemoryCell]",lastDamageGiven,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"createGetRobotInfoInterruptHandler/3[net.virtualinfinity.atrobots.robot.MemoryCell,net.virtualinfinity.atrobots.robot.MemoryCell,net.virtualinfinity.atrobots.robot.MemoryCell]",speed,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setThrottle/1[net.virtualinfinity.atrobots.robot.Throttle],throttle,4
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,arenaConnected/1[net.virtualinfinity.atrobots.robot.Arena],arena,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setMineLayer/1[net.virtualinfinity.atrobots.robot.MineLayer],mineLayer,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setTransceiver/1[net.virtualinfinity.atrobots.robot.Transceiver],transceiver,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,getCoolTemp/1[net.virtualinfinity.atrobots.robot.Duration],duration,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setTransponder/1[net.virtualinfinity.atrobots.robot.Transponder],transponder,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,createSpecificSnapshot/0,robotSnapshot,15
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"createGetRobotStatisticsInterrupt/3[net.virtualinfinity.atrobots.robot.MemoryCell,net.virtualinfinity.atrobots.robot.MemoryCell,net.virtualinfinity.atrobots.robot.MemoryCell]",totalKills,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"createGetRobotStatisticsInterrupt/3[net.virtualinfinity.atrobots.robot.MemoryCell,net.virtualinfinity.atrobots.robot.MemoryCell,net.virtualinfinity.atrobots.robot.MemoryCell]",totalDeaths,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"createGetRobotStatisticsInterrupt/3[net.virtualinfinity.atrobots.robot.MemoryCell,net.virtualinfinity.atrobots.robot.MemoryCell,net.virtualinfinity.atrobots.robot.MemoryCell]",roundKills,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,inflictedDamage/1[double],amount,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,inflictedDamage/1[double],listener,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setTurret/1[net.virtualinfinity.atrobots.robot.Turret],turret,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"scan/4[net.virtualinfinity.atrobots.robot.AngleBracket,double,boolean,boolean]",turretAngle,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"scan/4[net.virtualinfinity.atrobots.robot.AngleBracket,double,boolean,boolean]",calculateAccuracy,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"scan/4[net.virtualinfinity.atrobots.robot.AngleBracket,double,boolean,boolean]",angleBracket,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"scan/4[net.virtualinfinity.atrobots.robot.AngleBracket,double,boolean,boolean]",maxDistance,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"scan/4[net.virtualinfinity.atrobots.robot.AngleBracket,double,boolean,boolean]",matchAngle,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"scan/4[net.virtualinfinity.atrobots.robot.AngleBracket,double,boolean,boolean]",scanResult,6
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,"scan/4[net.virtualinfinity.atrobots.robot.AngleBracket,double,boolean,boolean]",includeTargetDetails,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setRadar/1[net.virtualinfinity.atrobots.robot.Radar],radar,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,addRobotListener/1[net.virtualinfinity.atrobots.robot.RobotListener],robotListener,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setShield/1[net.virtualinfinity.atrobots.robot.Shield],shield,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,armorDepleted/0,listener,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,killedRobot/0,listener,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,setOverburn/1[boolean],overburn,2
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,tieRound/0,listener,1
/Users/angelikamentzelopoulou/Desktop/Y3/RP/BSc-Research-Project-Understandable-Test-Generation/benchmark/SF110-src/SF110-20130704-src/86_at-robots2-j/src/main/java/net/virtualinfinity/atrobots/robot/Robot.java,net.virtualinfinity.atrobots.robot.Robot,checkCollision/1[net.virtualinfinity.atrobots.robot.TangibleArenaObject],robot,2
